%Meteorological observations taken at Ben Nevis Summit Observatory (1883-1904),,,,,
"%Latitude: 56.80N, Longitude: 5.00W, Elevation 1345m",,,,,
%Missing value: -9999,,,,,
,,,,,
Year,Month,Day,Precipitation (mm),Tmin (degC),Tmax (degC)
1883,12,1,-9999,-4.9,-1
1883,12,2,-9999,-5.3,-3.3
1883,12,3,-9999,-8.6,-3
1883,12,4,-9999,-7.8,-5
1883,12,5,-9999,-8.1,-6.1
1883,12,6,-9999,-8.4,-6.7
1883,12,7,-9999,-8.1,-2.4
1883,12,8,-9999,-3.2,0
1883,12,9,-9999,-4.4,-0.6
1883,12,10,-9999,-4.2,-1.2
1883,12,11,-9999,-6.5,-3.7
1883,12,12,-9999,-8.1,-5
1883,12,13,-9999,-4.4,1.8
1883,12,14,-9999,-6.8,-3.3
1883,12,15,-9999,-7.8,-5.2
1883,12,16,-9999,-9,-8.1
1883,12,17,-9999,-8.8,-2.6
1883,12,18,-9999,-4.5,0
1883,12,19,-9999,-4.8,1.7
1883,12,20,-9999,-4.8,1.5
1883,12,21,-9999,-4.6,-2.1
1883,12,22,-9999,-6.4,-2.2
1883,12,23,-9999,-8.3,-1.7
1883,12,24,-9999,-1.4,2.9
1883,12,25,-9999,-0.3,4.9
1883,12,26,-9999,-2.2,2.8
1883,12,27,-9999,-1.7,2.1
1883,12,28,-9999,-1.2,1.6
1883,12,29,-9999,-4.1,1.6
1883,12,30,-9999,-8.3,-4.3
1883,12,31,-9999,-5.1,0
1884,1,1,-9999,-7.1,-4.4
1884,1,2,-9999,-7.7,-6.3
1884,1,3,-9999,-7.7,-4.5
1884,1,4,-9999,-5.2,-0.8
1884,1,5,-9999,-1.7,1.3
1884,1,6,-9999,-2.9,-0.4
1884,1,7,-9999,-6.4,-2.2
1884,1,8,-9999,-5.6,1.1
1884,1,9,-9999,-2.9,1.9
1884,1,10,-9999,-5.1,-1.8
1884,1,11,-9999,-8.4,-5.3
1884,1,12,-9999,-6.8,-1.5
1884,1,13,-9999,-2.1,0
1884,1,14,-9999,-1.6,1.3
1884,1,15,-9999,-0.6,1.1
1884,1,16,-9999,-1.8,2.7
1884,1,17,-9999,-1.8,0.7
1884,1,18,-9999,-1.2,0
1884,1,19,-9999,-3.9,1.2
1884,1,20,-9999,-5.5,0.6
1884,1,21,-9999,-5.1,-0.2
1884,1,22,-9999,-6.2,-0.1
1884,1,23,-9999,-6.3,-4
1884,1,24,-9999,-9.7,-5.1
1884,1,25,-9999,-9.6,-4.9
1884,1,26,-9999,-10.1,-5.7
1884,1,27,-9999,-9.7,-5.2
1884,1,28,-9999,-8.4,-6.2
1884,1,29,-9999,-6.8,-1.3
1884,1,30,-9999,-6.2,-2.9
1884,1,31,-9999,-4.5,-3.8
1884,2,1,-9999,-11.8,-4.2
1884,2,2,-9999,-12.3,-5.6
1884,2,3,-9999,-5.2,1
1884,2,4,-9999,-1.3,1.4
1884,2,5,-9999,-1.8,1
1884,2,6,-9999,-3.4,-0.5
1884,2,7,-9999,-9,-4
1884,2,8,-9999,-8.9,-1.8
1884,2,9,-9999,-7.1,-0.1
1884,2,10,-9999,-8.1,-4.9
1884,2,11,-9999,-7.8,-4.9
1884,2,12,-9999,-5.5,-0.1
1884,2,13,-9999,-3.6,-0.2
1884,2,14,-9999,-4,-0.6
1884,2,15,-9999,-7.2,-2.3
1884,2,16,-9999,-7.3,-6.2
1884,2,17,-9999,-7.2,-5.2
1884,2,18,-9999,-5.8,-3.4
1884,2,19,-9999,-7.5,-3.3
1884,2,20,-9999,-4.4,-0.7
1884,2,21,-9999,-7.1,-1.4
1884,2,22,-9999,-6.1,-3.4
1884,2,23,-9999,-6.1,-4.3
1884,2,24,-9999,-6,-3.9
1884,2,25,-9999,-6.6,-4.1
1884,2,26,-9999,-7.2,-4.6
1884,2,27,-9999,-8.1,-6.5
1884,2,28,-9999,-10.9,-7.2
1884,2,29,-9999,-11.6,-9.2
1884,3,1,-9999,-9.2,-3.9
1884,3,2,-9999,-7.9,-5.2
1884,3,3,-9999,-8.7,-4.1
1884,3,4,-9999,-5.8,-3
1884,3,5,-9999,-5.3,-1.7
1884,3,6,-9999,-2.2,-0.1
1884,3,7,-9999,-6.5,-1.2
1884,3,8,-9999,-7.8,-4.4
1884,3,9,-9999,-6.8,-5.6
1884,3,10,-9999,-9.2,-5.4
1884,3,11,-9999,-10.4,-6.3
1884,3,12,-9999,-6.8,-3.4
1884,3,13,-9999,-3.3,1
1884,3,14,-9999,-0.6,0.4
1884,3,15,-9999,-0.1,1.1
1884,3,16,-9999,0.9,3.8
1884,3,17,-9999,-0.5,3.8
1884,3,18,-9999,-4.1,-0.3
1884,3,19,-9999,-4.2,-0.7
1884,3,20,-9999,-6.3,-2.4
1884,3,21,-9999,-7.3,-5.1
1884,3,22,-9999,-6.1,-1.8
1884,3,23,-9999,-5.6,-2.9
1884,3,24,-9999,-5.3,-2.3
1884,3,25,-9999,-2.4,-0.6
1884,3,26,-9999,-7.2,-2.7
1884,3,27,-9999,-9,-5.2
1884,3,28,-9999,-8.9,-5.9
1884,3,29,-9999,-7.7,-4.9
1884,3,30,-9999,-6.4,-4.3
1884,3,31,-9999,-7.8,-3.4
1884,4,1,-9999,-6.9,-2.3
1884,4,2,-9999,-2.7,1.3
1884,4,3,-9999,-0.2,3.1
1884,4,4,-9999,-0.9,2.1
1884,4,5,-9999,-2.3,-0.6
1884,4,6,-9999,-1.8,-0.7
1884,4,7,-9999,-2.7,1.1
1884,4,8,-9999,-4.9,-0.1
1884,4,9,-9999,-0.7,1.4
1884,4,10,-9999,-0.2,3.6
1884,4,11,-9999,-4.5,1.2
1884,4,12,-9999,-5.3,-2.6
1884,4,13,-9999,-5.1,-2.7
1884,4,14,-9999,-4.4,-2.4
1884,4,15,-9999,-3.3,-1.5
1884,4,16,-9999,-6,-2.7
1884,4,17,-9999,-7,-3.4
1884,4,18,-9999,-7.8,-3.7
1884,4,19,-9999,-3.8,-0.3
1884,4,20,-9999,-3.6,-1.7
1884,4,21,-9999,-4.8,-3.4
1884,4,22,-9999,-5.8,-3.9
1884,4,23,-9999,-4.4,-3.3
1884,4,24,-9999,-6.2,-1.1
1884,4,25,-9999,-6.6,-2.7
1884,4,26,-9999,-5.6,-1.8
1884,4,27,-9999,-4.6,-2.2
1884,4,28,-9999,-4.2,-1.1
1884,4,29,-9999,-3.9,-1.8
1884,4,30,-9999,-4.8,-2.6
1884,5,1,-9999,-6,-2.3
1884,5,2,-9999,-5,-3.2
1884,5,3,-9999,-5.4,-3.3
1884,5,4,-9999,-5,-1.4
1884,5,5,-9999,-4.3,-2.3
1884,5,6,-9999,-6.6,-3.3
1884,5,7,-9999,-6.9,-1.3
1884,5,8,-9999,-2.6,-0.2
1884,5,9,-9999,-0.4,2.5
1884,5,10,-9999,1.1,3.2
1884,5,11,-9999,2.1,6.5
1884,5,12,-9999,-1.8,1.4
1884,5,13,-9999,-3.3,0.4
1884,5,14,-9999,-2.8,0
1884,5,15,-9999,-2.3,1.2
1884,5,16,-9999,-2.4,3.3
1884,5,17,-9999,-2.8,2.2
1884,5,18,-9999,-4.2,-2.3
1884,5,19,-9999,-3.6,-0.1
1884,5,20,-9999,-4.2,-1.2
1884,5,21,-9999,-4.1,2.7
1884,5,22,-9999,2.7,4.8
1884,5,23,-9999,3.5,7.7
1884,5,24,-9999,3.7,8.6
1884,5,25,-9999,0.9,4.9
1884,5,26,-9999,2.1,5.7
1884,5,27,-9999,3.8,9.1
1884,5,28,-9999,4.9,9.8
1884,5,29,-9999,3.1,6.1
1884,5,30,-9999,1.4,2.9
1884,5,31,-9999,-0.2,3.4
1884,6,1,-9999,-0.3,1.1
1884,6,2,-9999,-0.2,2.8
1884,6,3,-9999,2.1,5.5
1884,6,4,-9999,2.4,5.1
1884,6,5,-9999,-0.2,2.1
1884,6,6,-9999,-1.2,1.7
1884,6,7,-9999,-0.2,2.5
1884,6,8,-9999,-3.1,0.2
1884,6,9,-9999,-3.3,0.3
1884,6,10,-9999,-0.6,3.8
1884,6,11,-9999,-0.8,2.8
1884,6,12,-9999,-1.1,7.2
1884,6,13,-9999,-1.3,7.6
1884,6,14,-9999,-1.7,-0.1
1884,6,15,-9999,-1.2,0.3
1884,6,16,-9999,-1.3,5.4
1884,6,17,-9999,3.9,6.1
1884,6,18,-9999,1.3,5.6
1884,6,19,-9999,0.6,3.8
1884,6,20,-9999,2.7,4.8
1884,6,21,-9999,2.6,5.6
1884,6,22,-9999,-0.2,4.9
1884,6,23,-9999,-0.9,3.3
1884,6,24,-9999,-0.2,5.7
1884,6,25,-9999,-0.2,4
1884,6,26,-9999,4.7,5.7
1884,6,27,-9999,6,8
1884,6,28,-9999,6.6,14.8
1884,6,29,-9999,5.8,11.5
1884,6,30,-9999,5.1,9.3
1884,7,1,3.17,7.6,11.2
1884,7,2,0.18,6.2,9.5
1884,7,3,0.1,5.8,12.7
1884,7,4,8.94,7.7,13.4
