%Meteorological observations taken at Ben Nevis Summit Observatory (1883-1904),,,,,
"%Latitude: 56.80N, Longitude: 5.00W, Elevation 1345m",,,,,
%Missing value: -9999,,,,,
,,,,,
Year,Month,Day,Precipitation (mm),Tmin (degC),Tmax (degC)
1884,7,5,5.61,8.1,10.6
1884,7,6,4.98,6.4,8.1
1884,7,7,2.54,5.2,8.4
1884,7,8,1.78,7.1,8.7
1884,7,9,5.97,6.7,9.8
1884,7,10,20.42,8.4,9.4
1884,7,11,21.39,4.4,8.4
1884,7,12,1.14,3.8,5.6
1884,7,13,3.1,4.4,8.3
1884,7,14,24.49,4,5.9
1884,7,15,8.84,3.8,6.4
1884,7,16,39.07,2.7,7.1
1884,7,17,13.69,1.2,3.7
1884,7,18,12.19,-0.8,1.6
1884,7,19,2.36,-1.7,0.7
1884,7,20,0.13,-1.1,3.2
1884,7,21,5.26,-0.6,4.3
1884,7,22,11.58,3.1,5.5
1884,7,23,14.25,2,4.3
1884,7,24,27.2,-0.1,3
1884,7,25,4.39,-1.4,1
1884,7,26,2.67,-0.6,2.5
1884,7,27,0,0.4,5.2
1884,7,28,0.05,1.1,4.9
1884,7,29,0.81,3.9,6.5
1884,7,30,4.34,5.5,8.1
1884,7,31,1.88,2.9,7.7
1884,8,1,0.08,5.4,9.3
1884,8,2,10.85,3.2,9.3
1884,8,3,20.02,1.7,4.2
1884,8,4,6.15,1.2,3.5
1884,8,5,0,3.2,7
1884,8,6,0,4.3,9.4
1884,8,7,0,6.7,10.6
1884,8,8,0,9.8,14.2
1884,8,9,0,9.2,15.6
1884,8,10,8.84,8.7,12.9
1884,8,11,3.1,9.7,11.7
1884,8,12,10.41,9.8,12.6
1884,8,13,11.56,4.9,10.1
1884,8,14,8.03,3.8,5.1
1884,8,15,33.91,3.9,7.7
1884,8,16,23.22,4.7,7.8
1884,8,17,9.32,5.5,8.4
1884,8,18,0.08,6,9.7
1884,8,19,8.03,2.3,6.6
1884,8,20,3.48,1.9,6.2
1884,8,21,3.35,0.2,8.2
1884,8,22,0.86,5.8,8.7
1884,8,23,1.96,7.6,9.8
1884,8,24,9.4,1.1,8.3
1884,8,25,4.09,-0.6,1.4
1884,8,26,5.54,-0.5,0.9
1884,8,27,2.95,-0.2,1.7
1884,8,28,12.9,0.2,2.6
1884,8,29,9.47,0.1,2.2
1884,8,30,6.76,1.4,3.8
1884,8,31,4.52,0.4,2.6
1884,9,1,1.42,0.2,5.4
1884,9,2,7.65,0.8,2.8
1884,9,3,1.09,0.9,2.5
1884,9,4,4.9,0.9,4.1
1884,9,5,4.04,-0.9,1.8
1884,9,6,0,-1.9,3.2
1884,9,7,2.13,0,2.7
1884,9,8,10.39,1.6,7.8
1884,9,9,3.43,7.7,9.9
1884,9,10,2.06,9.3,11.2
1884,9,11,0,7.3,10.9
1884,9,12,0,6.6,12.7
1884,9,13,0,6.2,10.7
1884,9,14,0,5.7,12.7
1884,9,15,0,5.9,11.2
1884,9,16,0.23,6.4,8.3
1884,9,17,0.97,7.2,8.7
1884,9,18,0.28,5.9,8.8
1884,9,19,0.05,7.4,11.7
1884,9,20,7.29,4.2,10.2
1884,9,21,12.83,1,7.8
1884,9,22,34.47,-1.1,2.2
1884,9,23,16.46,-1.7,1.8
1884,9,24,32.08,1.6,2.9
1884,9,25,28.47,0.5,4.4
1884,9,26,16.51,-0.7,4.4
1884,9,27,46.2,-0.4,2.9
1884,9,28,20.4,-0.3,2.9
1884,9,29,11.86,-1.7,0
1884,9,30,29.49,-0.2,2.6
1884,10,1,13.39,-2,0.6
1884,10,2,29.49,-0.1,5.1
1884,10,3,11.56,-1.8,0.6
1884,10,4,0.25,-2.3,1.3
1884,10,5,0,1.2,8.3
1884,10,6,0,5.7,13.2
1884,10,7,0.25,2,9.7
1884,10,8,9.45,-1.2,1.7
1884,10,9,25.32,-6.3,1.7
1884,10,10,5.74,-7.2,-5.3
1884,10,11,1.24,-6.5,-3
1884,10,12,0.28,-5.1,-3.4
1884,10,13,6.32,-4.1,2.3
1884,10,14,0.53,-1.2,3.4
1884,10,15,25.45,-1.6,4.2
1884,10,16,10.34,-1.8,4.9
1884,10,17,34.82,1.4,4.6
1884,10,18,28.96,3.1,4.5
1884,10,19,5.71,-1,0.2
1884,10,20,6.81,-0.4,4.4
1884,10,21,2.74,1.2,4.4
1884,10,22,1.22,0.9,2.4
1884,10,23,0.08,0.1,2.3
1884,10,24,6.88,-2.2,2.2
1884,10,25,107.47,-1.2,4.8
1884,10,26,24.84,-5.6,-0.6
1884,10,27,14.38,-6.2,1.2
1884,10,28,21.41,-7.8,0.7
1884,10,29,28.6,-6.1,-1.7
1884,10,30,48.29,-1.2,5.1
1884,10,31,42.32,0.1,5.3
1884,11,1,15.54,-1.8,1.6
1884,11,2,23.6,-4.7,-0.7
1884,11,3,14.43,-4.9,-2.8
1884,11,4,20.68,-3.1,0.1
1884,11,5,64.87,-2.8,0.4
1884,11,6,25.68,-3.6,-2.6
1884,11,7,28.73,-6.2,2.7
1884,11,8,89.71,-5.5,2.3
1884,11,9,42.67,-3.3,2.9
1884,11,10,1.09,-3.3,1.1
1884,11,11,11.53,1.6,2.8
1884,11,12,21.84,-1.7,2.6
1884,11,13,1.73,-3.9,-1.7
1884,11,14,0,-4.6,-1.1
1884,11,15,0,-6.7,-3.9
1884,11,16,0,-5.5,-3.4
1884,11,17,2.92,-4.4,-2.4
1884,11,18,3.45,-6.3,-4.3
1884,11,19,6.96,-4.9,-3.1
1884,11,20,11.02,-6.2,-0.7
1884,11,21,3.2,-5.7,-4
1884,11,22,3.07,-5,-2.6
1884,11,23,0.74,-8.4,-3.2
1884,11,24,3.48,-7.8,-3.7
1884,11,25,7.98,-4.7,-2.8
1884,11,26,17.07,-3.9,-0.4
1884,11,27,48.16,-4.1,0.6
1884,11,28,12.8,-8.2,-4.3
1884,11,29,1.57,-10.2,-7.8
1884,11,30,0.56,-10.4,-8.2
1884,12,1,0.58,-8.2,-5
1884,12,2,17.55,-4.9,-1.7
1884,12,3,25.48,-5,0
1884,12,4,19.58,-6.8,-5.1
1884,12,5,24.84,-6.6,0
1884,12,6,59.26,-3.5,-0.2
1884,12,7,23.32,-4.4,-2.2
1884,12,8,29.79,-5.2,-4.3
1884,12,9,28.93,-6.4,-4.4
1884,12,10,108.31,-4.2,0
1884,12,11,37.11,-3.4,-0.5
1884,12,12,21.77,-4.6,2.2
1884,12,13,32.05,-2.3,0
1884,12,14,85.04,-6,2.8
1884,12,15,17.55,-7.5,-6.1
1884,12,16,12.52,-7.3,-6
1884,12,17,14.91,-8.4,-6.7
1884,12,18,22.33,-7.2,-3.3
1884,12,19,53.72,-5.7,-3.5
1884,12,20,2.41,-7.3,-4.6
1884,12,21,0.08,-7.5,-4.4
1884,12,22,0,-7.3,-4
1884,12,23,0,-6.5,-0.8
1884,12,24,0.94,-5.8,-1.8
1884,12,25,0,-5.7,-0.6
1884,12,26,0.64,-2.7,0.1
1884,12,27,1.02,-3.4,-1.4
1884,12,28,0.41,-5,-2.5
1884,12,29,0.25,-7.2,-4.2
1884,12,30,0.05,-7.9,-3.6
1884,12,31,1.98,-6.7,-2.1
1885,1,1,0.36,-4.3,-1.7
1885,1,2,0.38,-8.8,-3.4
1885,1,3,0.25,-7.8,-5.1
1885,1,4,9.19,-5.6,2.1
1885,1,5,11.05,-6.8,2.2
1885,1,6,27.28,-8.5,-4.6
1885,1,7,10.74,-6,-2.3
1885,1,8,19.53,-6.6,-2.2
1885,1,9,16.79,-6.6,-5.6
1885,1,10,17.22,-5.7,-1
1885,1,11,1.65,-9.3,-4.8
1885,1,12,0.13,-9.5,-7.9
1885,1,13,0,-10.4,-8.8
1885,1,14,0.03,-10.2,-7.7
1885,1,15,0,-7.8,-4.5
1885,1,16,0,-8.2,-3.8
1885,1,17,0,-6.8,-4.5
1885,1,18,0.36,-5.9,-4.7
1885,1,19,0.18,-7.3,-5.3
1885,1,20,0,-4.8,0.3
1885,1,21,0,-8.8,0.1
1885,1,22,0,-7.7,-1.8
1885,1,23,0,-6.6,-0.2
1885,1,24,0,-6.5,-2.2
1885,1,25,2.46,-3.9,0
1885,1,26,5.38,-1.2,0.5
1885,1,27,1.3,-2.6,-1.7
1885,1,28,24.59,-4.1,-1.1
1885,1,29,3.48,-4.5,1
1885,1,30,17.88,-4.6,-0.5
1885,1,31,15.88,-4.1,-2.7
1885,2,1,15.57,-5.1,-2.4
1885,2,2,5.11,-5.4,-3
1885,2,3,6.15,-5,-4.1
1885,2,4,2.21,-7.2,-4.3
1885,2,5,18.72,-5.6,-4.4
1885,2,6,30,-6,-0.6
1885,2,7,41.33,-4.8,-1.8
1885,2,8,30.73,-6.6,-0.1
1885,2,9,6.25,-7.3,-4.8
1885,2,10,17.68,-8.3,1.7
1885,2,11,25.83,-5.1,1.1
1885,2,12,48.84,-2.7,1.7
1885,2,13,38.1,-4.5,-0.1
1885,2,14,1.27,-9.7,-5.3
1885,2,15,2.34,-11.6,-5.3
1885,2,16,0,-11.6,-6
1885,2,17,0.61,-10.2,-7.4
1885,2,18,1.27,-10.4,-7.8
1885,2,19,7.59,-10.4,-6.7
1885,2,20,0.05,-11.6,-9.4
1885,2,21,12.7,-10.1,-6.3
1885,2,22,12.7,-5.9,-2.5
1885,2,23,17.81,-5.5,1.3
1885,2,24,26.87,-1.6,2
1885,2,25,16.21,-4.3,-1.1
1885,2,26,23.55,-2,1.8
1885,2,27,18.47,-3.9,0
1885,2,28,2.26,-7.9,-4.4
1885,3,1,0,-10.3,-8.2
1885,3,2,0.2,-9.3,-5.6
1885,3,3,7.9,-5.6,-4.8
1885,3,4,2.84,-5.9,-4.2
1885,3,5,1.93,-9.9,-6.6
1885,3,6,0,-8,-7
1885,3,7,11.05,-6.8,-2.3
1885,3,8,3.38,-10.7,-4.2
1885,3,9,0,-11.2,-6.1
1885,3,10,0.2,-6.6,-4.6
1885,3,11,2.54,-6,-3.5
1885,3,12,0.08,-5.3,-3.4
1885,3,13,0,-4.4,-1.7
1885,3,14,0,-4,3.8
1885,3,15,0.2,-4.9,-2.8
1885,3,16,24.28,-5.9,-2.7
1885,3,17,57.15,-5.9,-0.4
1885,3,18,10.21,-9.4,-5.8
1885,3,19,9.91,-9.7,0.2
1885,3,20,21.49,-8.9,0.7
1885,3,21,5.38,-10.6,-6.8
1885,3,22,2.34,-10.3,-7
1885,3,23,0.36,-10.5,-4.3
1885,3,24,9.52,-5.2,-1.3
1885,3,25,21.97,-6.1,-0.7
1885,3,26,31.24,-3.6,1.5
1885,3,27,23.19,-7.3,-3.2
1885,3,28,5.99,-6.4,-3.3
1885,3,29,41.55,-7.5,-2.4
1885,3,30,1.04,-9.3,-5.3
1885,3,31,29.41,-7.6,0
1885,4,1,14.25,-9.3,-2.3
1885,4,2,18.08,-9.8,-5.3
1885,4,3,5.99,-5.2,-3
1885,4,4,0,-7.1,-4
1885,4,5,0,-8.2,-6
1885,4,6,0,-7.3,-2.7
1885,4,7,0,-7.1,-3.7
1885,4,8,0,-6.9,-4.6
1885,4,9,2.29,-6.6,-4.4
1885,4,10,6.07,-5.1,-1.7
1885,4,11,1.47,-4.9,-2.3
1885,4,12,0,-5.5,-3.3
1885,4,13,0,-5.6,-0.7
1885,4,14,0,-3.8,-1.7
1885,4,15,0,-3.8,-2.4
1885,4,16,0,-4.5,-1.6
1885,4,17,0,-3.7,1
1885,4,18,0,-1.6,0.3
1885,4,19,0,-0.6,1.9
1885,4,20,11.71,-2.2,2.9
1885,4,21,35.2,-1.3,2.8
1885,4,22,0.99,-2.7,-1.4
1885,4,23,1.78,-3.4,-0.1
1885,4,24,3.48,-3.2,0.8
1885,4,25,9.35,-1.1,0.7
1885,4,26,5,-1.4,-0.1
1885,4,27,6.83,-2.7,-0.9
1885,4,28,0.64,-2.6,0.3
1885,4,29,0,-1.6,0.1
1885,4,30,0.33,-1.7,0.4
1885,5,1,1.7,-2.9,-0.4
1885,5,2,3.1,-1.8,0
1885,5,3,0.53,-4.8,-1.5
1885,5,4,1.42,-7.2,-4.3
1885,5,5,5.41,-7.3,-4.4
1885,5,6,0.86,-8.7,-5.4
1885,5,7,0,-8.3,-5
1885,5,8,4.04,-7.6,-4.9
1885,5,9,8.92,-7.8,-4.8
1885,5,10,5.05,-8.3,-4.4
1885,5,11,1.52,-6.7,-4.4
1885,5,12,5.61,-6.7,-2.2
1885,5,13,0.15,-5.1,-0.5
1885,5,14,5.11,-4.8,-2
1885,5,15,21.16,-4.9,-0.4
1885,5,16,9.78,-5,-1.6
1885,5,17,16.38,-5.5,-1.6
1885,5,18,2.01,-5.9,-3.3
1885,5,19,0.18,-4.9,-1.8
1885,5,20,3.84,-2.9,-1.7
1885,5,21,4.37,-2.8,-0.1
1885,5,22,4.83,-4,-0.6
1885,5,23,2.01,-3.8,0.8
1885,5,24,2.44,-1.7,0
1885,5,25,2.46,-2.7,-0.6
1885,5,26,0.2,-4.1,1.8
1885,5,27,0.51,0.1,3.3
1885,5,28,14.48,1.6,2.7
1885,5,29,14.48,-2.2,1.2
1885,5,30,45.24,-2.2,0.4
1885,5,31,24.79,-0.5,0.8
1885,6,1,0.41,-0.6,1.7
1885,6,2,12.95,1.6,4
1885,6,3,19.58,3.3,5.1
1885,6,4,8.86,1.2,4.9
1885,6,5,15.49,-1.7,5.9
1885,6,6,0,-3.2,2.8
1885,6,7,0,-0.1,4.6
1885,6,8,0.79,1.5,5.8
1885,6,9,2.57,-3.2,1.4
1885,6,10,0,-3.4,3.3
1885,6,11,6.55,0.6,4.4
1885,6,12,0.99,2.7,5
1885,6,13,4.39,2,5
1885,6,14,0.13,-0.6,2.8
1885,6,15,0,-1.2,0.9
1885,6,16,0,-0.6,3.7
1885,6,17,2.08,0,2.2
1885,6,18,23.29,-0.1,4
1885,6,19,13.33,0.2,3.3
1885,6,20,22.63,-1.7,2.9
1885,6,21,20.02,-1.4,1.4
1885,6,22,13.59,-1.6,3.5
1885,6,23,2.34,-1.6,0.1
1885,6,24,0,-1.2,2.1
1885,6,25,0,-1.2,3.3
1885,6,26,0,0.6,6.6
1885,6,27,0,7.2,11.7
1885,6,28,1.52,5.1,10.2
1885,6,29,0.89,-1.1,5.6
1885,6,30,1.4,-1.1,2.8
1885,7,1,1.09,2.3,7.2
1885,7,2,0,6,8.9
1885,7,3,2.82,3.3,6
1885,7,4,1.17,1.1,5.8
1885,7,5,20.09,4.4,5.6
1885,7,6,9.5,5.1,6.4
1885,7,7,26.95,3.3,6.8
1885,7,8,6.1,0,3.4
1885,7,9,2.92,0,4.8
1885,7,10,16.87,4.4,5.6
1885,7,11,28.5,0,6.2
1885,7,12,10.95,-0.2,1.4
1885,7,13,1.09,-0.2,3.2
1885,7,14,2.62,-0.6,1.5
1885,7,15,17.65,1.1,4
1885,7,16,21.79,0.6,2.7
1885,7,17,11.51,-0.3,1.4
1885,7,18,2.26,-0.2,5
1885,7,19,0,-0.4,3.3
1885,7,20,0,0.8,5.5
1885,7,21,0,1.6,9.1
1885,7,22,0,6,10.5
1885,7,23,0,9.1,14.1
1885,7,24,0,10.6,15.1
1885,7,25,7.39,8.8,11.6
1885,7,26,0.13,7.9,11.1
1885,7,27,0,6.1,11.2
1885,7,28,0,7.3,13.1
1885,7,29,0,7.9,13.9
1885,7,30,0,9.1,15
1885,7,31,0,9.9,15.6
1885,8,1,0,8.8,13.6
1885,8,2,0,5.1,9.1
1885,8,3,11.63,-0.8,3.9
1885,8,4,1.52,-0.6,5.7
1885,8,5,0,6.1,12.2
1885,8,6,1.37,5,8.3
1885,8,7,0.18,4.9,8.9
1885,8,8,0,4.4,7.6
1885,8,9,28.75,4.4,7.9
1885,8,10,37.82,2.8,5.5
1885,8,11,27.91,-0.1,3.9
1885,8,12,38.81,-0.6,1.1
1885,8,13,2.95,-2.5,-0.2
1885,8,14,13.23,-1.7,2
1885,8,15,0.08,0.1,4.3
1885,8,16,30.35,5,7.2
1885,8,17,0.43,2.8,5.5
1885,8,18,0,4.9,9.1
1885,8,19,0,6.2,11
1885,8,20,0,4.7,9.2
1885,8,21,0,5.6,10.1
1885,8,22,0,5.6,8.3
1885,8,23,0,6.7,10.6
1885,8,24,0,3.7,8.8
1885,8,25,0,2.3,6.7
1885,8,26,0,-1.2,3.9
1885,8,27,0,-2.2,1.1
1885,8,28,0,-2.2,1.3
1885,8,29,0,-1.8,1.4
1885,8,30,0,-1.1,3.4
1885,8,31,0,-0.1,5.3
1885,9,1,0,0.6,5.8
1885,9,2,8.05,0.8,4.1
1885,9,3,7.09,3.8,5.4
1885,9,4,22.28,3.4,5.5
1885,9,5,18.67,3.3,5.8
1885,9,6,0.05,1.6,4.3
1885,9,7,1.22,2.2,7.2
1885,9,8,4.6,2.3,5.3
1885,9,9,48.72,0.1,2.2
1885,9,10,24.64,-0.6,1.1
1885,9,11,7.47,0,2.1
1885,9,12,57.3,0.2,9.4
1885,9,13,34.49,0.9,2.7
1885,9,14,15.67,1.7,4.9
1885,9,15,24.43,0.8,4.6
1885,9,16,23.9,0.9,2.3
1885,9,17,1.35,0.4,2.8
1885,9,18,1.4,-0.6,2.7
1885,9,19,27.81,-0.7,5.5
1885,9,20,27.91,-0.7,3.9
1885,9,21,20.68,-1.3,3.2
1885,9,22,33.93,2.2,4.4
1885,9,23,9.63,-1,3.3
1885,9,24,29.26,-2.8,-1.1
1885,9,25,11.81,-5.7,-2.3
1885,9,26,7.82,-5.9,-2.1
1885,9,27,0.64,-6.1,-0.1
1885,9,28,23.98,-1.7,2.9
1885,9,29,14.78,-1.8,1.1
1885,9,30,20.47,-2.2,0.8
1885,10,1,67.69,-1.9,-0.2
1885,10,2,82.52,-2.2,2.7
1885,10,3,28.55,-3.2,-1.4
1885,10,4,21.79,-3.8,-1.1
1885,10,5,53.92,-3.8,-2.9
1885,10,6,29.54,-3.6,-1.1
1885,10,7,5.31,-3.2,-1.6
1885,10,8,23.7,-2.9,-0.4
1885,10,9,8.69,-2.3,-0.2
1885,10,10,7.49,-6.7,-2.3
1885,10,11,3.23,-7.1,-4.1
1885,10,12,8.25,-6.1,-3.2
1885,10,13,4.93,-6.6,-3.3
1885,10,14,10.13,-4.4,-1.3
1885,10,15,0.1,-1.1,0.4
1885,10,16,0,-1.1,2.6
1885,10,17,0,-1.3,2.3
1885,10,18,0,-2.3,1.6
1885,10,19,0,-5.1,1.6
1885,10,20,0,-5.2,-2.8
1885,10,21,0,-7.1,-5.1
1885,10,22,0,-8.1,-6.4
1885,10,23,0,-7.2,-5.3
1885,10,24,0,-7.7,-3.8
1885,10,25,3.94,-6.3,0
1885,10,26,38.35,-4.7,-0.3
1885,10,27,57.63,-5.6,-3.1
1885,10,28,21.64,-3.7,-2.2
1885,10,29,0,-6.7,-3.2
1885,10,30,2.82,-6.3,-4.6
