SEF	1.0.0												
1838	1	20	13	23	0	1024	orig=30.28In|orig.time=4:00PM|orig.date=1838-01-08|atb=7R						
1838	1	20	15	23	0	1022.7	orig=30.25In|orig.time=6:00PM|orig.date=1838-01-08|atb=8.5R						
1838	1	20	17	23	0	1022	orig=30.25In|orig.time=8:00PM|orig.date=1838-01-08|atb=11.25R						
1838	1	20	19	23	0	1022.2	orig=30.25In|orig.time=10:00PM|orig.date=1838-01-08|atb=10.5R						
1838	1	21	5	23	0	1018.5	orig=30.11In|orig.time=8:00AM|orig.date=1838-01-09|atb=6R						
1838	1	21	7	23	0	1017.6	orig=30.11In|orig.time=10:00AM|orig.date=1838-01-09|atb=10R						
1838	1	21	9	23	0	1017.3	orig=30.11In|orig.time=12:00AM|orig.date=1838-01-09|atb=11.25R						
1838	1	21	11	23	0	1040.7	orig=30.8In|orig.time=2:00PM|orig.date=1838-01-09|atb=11R						
1838	1	21	13	23	0	1037.2	orig=30.7In|orig.time=4:00PM|orig.date=1838-01-09|atb=11.5R						
1838	1	21	15	23	0	1036.8	orig=30.7In|orig.time=6:00PM|orig.date=1838-01-09|atb=13R						
1838	1	21	17	23	0	1033.4	orig=30.6In|orig.time=8:00PM|orig.date=1838-01-09|atb=13R						
1838	1	21	19	23	0	1033.1	orig=30.6In|orig.time=10:00PM|orig.date=1838-01-09|atb=14.5R						
1838	1	22	5	23	0	1011	orig=29.94In|orig.time=8:00AM|orig.date=1838-01-10|atb=13.5R						
1838	1	22	7	23	0	1010.6	orig=29.92In|orig.time=10:00AM|orig.date=1838-01-10|atb=12.5R						
1838	1	22	9	23	0	1011	orig=29.95In|orig.time=12:00AM|orig.date=1838-01-10|atb=15R						
1838	1	22	11	23	0	1011.3	orig=29.95In|orig.time=2:00PM|orig.date=1838-01-10|atb=14R						
1838	1	22	13	23	0	1011.5	orig=29.95In|orig.time=4:00PM|orig.date=1838-01-10|atb=13R						
1838	1	22	15	23	0	1011.5	orig=29.95In|orig.time=6:00PM|orig.date=1838-01-10|atb=13R						
1838	1	22	17	23	0	1011.5	orig=29.95In|orig.time=8:00PM|orig.date=1838-01-10|atb=13R						
1838	1	22	19	23	0	1012.8	orig=29.96In|orig.time=10:00PM|orig.date=1838-01-10|atb=14.5R						
1838	1	23	5	23	0	1012.6	orig=29.97In|orig.time=8:00AM|orig.date=1838-01-11|atb=11R						
1838	1	23	7	23	0	1022.8	orig=30.3In|orig.time=10:00AM|orig.date=1838-01-11|atb=15R						
1838	1	23	9	23	0	1025.8	orig=30.4In|orig.time=12:00AM|orig.date=1838-01-11|atb=17R						
1838	1	23	11	23	0	1032.4	orig=30.6In|orig.time=2:00PM|orig.date=1838-01-11|atb=17.5R						
1838	1	23	13	23	0	1015.6	orig=30.11In|orig.time=4:00PM|orig.date=1838-01-11|atb=18.5R						
1838	1	23	15	23	0	1015.8	orig=30.12In|orig.time=6:00PM|orig.date=1838-01-11|atb=19R						
1838	1	23	17	23	0	1017.9	orig=30.16In|orig.time=8:00PM|orig.date=1838-01-11|atb=16R						
1838	1	23	19	23	0	1017.9	orig=30.18In|orig.time=10:00PM|orig.date=1838-01-11|atb=19R						
1838	1	24	5	23	0	1018.3	orig=30.18In|orig.time=8:00AM|orig.date=1838-01-12|atb=17R						
1838	1	24	7	23	0	1018.2	orig=30.18In|orig.time=10:00AM|orig.date=1838-01-12|atb=17.5R						
1838	1	24	9	23	0	1019.4	orig=30.22In|orig.time=12:00AM|orig.date=1838-01-12|atb=18R						
1838	1	24	11	23	0	1019.4	orig=30.22In|orig.time=2:00PM|orig.date=1838-01-12|atb=18R						
1838	1	24	13	23	0	1019.3	orig=30.22In|orig.time=4:00PM|orig.date=1838-01-12|atb=18.5R						
1838	1	24	15	23	0	1019.7	orig=30.22In|orig.time=6:00PM|orig.date=1838-01-12|atb=17R						
1838	1	24	17	23	0	1019.2	orig=30.22In|orig.time=8:00PM|orig.date=1838-01-12|atb=19R						
1838	1	24	19	23	0	1019	orig=30.22In|orig.time=10:00PM|orig.date=1838-01-12|atb=20R						
1838	1	25	5	23	0	1017.4	orig=30.11In|orig.time=8:00AM|orig.date=1838-01-13|atb=11R						
1838	1	25	7	23	0	1016.2	orig=30.11In|orig.time=10:00AM|orig.date=1838-01-13|atb=16R						
1838	1	25	9	23	0	1015.4	orig=30.1In|orig.time=12:00AM|orig.date=1838-01-13|atb=18R						
1838	1	25	11	23	0	1035.5	orig=30.7In|orig.time=2:00PM|orig.date=1838-01-13|atb=18.5R						
1838	1	25	13	23	0	1028.7	orig=30.5In|orig.time=4:00PM|orig.date=1838-01-13|atb=19R						
1838	1	25	15	23	0	1022.4	orig=30.3In|orig.time=6:00PM|orig.date=1838-01-13|atb=17R						
1838	1	25	17	23	0	1011.8	orig=30In|orig.time=8:00PM|orig.date=1838-01-13|atb=19R						
1838	1	25	19	23	0	1010.9	orig=29.98In|orig.time=10:00PM|orig.date=1838-01-13|atb=20R						
1838	1	26	5	23	0	1005	orig=29.76In|orig.time=8:00AM|orig.date=1838-01-14|atb=13.5R						
1838	1	26	7	23	0	1004.3	orig=29.75In|orig.time=10:00AM|orig.date=1838-01-14|atb=15R						
1838	1	26	9	23	0	1002.9	orig=29.72In|orig.time=12:00AM|orig.date=1838-01-14|atb=16.5R						
1838	1	26	11	23	0	1001.1	orig=29.66In|orig.time=2:00PM|orig.date=1838-01-14|atb=15.5R						
1838	1	26	13	23	0	1000	orig=29.63In|orig.time=4:00PM|orig.date=1838-01-14|atb=16R						
1838	1	26	15	23	0	998.5	orig=29.57In|orig.time=6:00PM|orig.date=1838-01-14|atb=13.5R						
1838	1	26	17	23	0	998	orig=29.57In|orig.time=8:00PM|orig.date=1838-01-14|atb=16R						
1838	1	26	19	23	0	997.7	orig=29.57In|orig.time=10:00PM|orig.date=1838-01-14|atb=17R						
1838	1	27	5	23	0	991.3	orig=29.36In|orig.time=8:00AM|orig.date=1838-01-15|atb=14R						
1838	1	27	7	23	0	991.1	orig=29.35In|orig.time=10:00AM|orig.date=1838-01-15|atb=13.5R						
1838	1	27	9	23	0	988.3	orig=29.27In|orig.time=12:00AM|orig.date=1838-01-15|atb=14R						
1838	1	27	11	23	0	987.7	orig=29.25In|orig.time=2:00PM|orig.date=1838-01-15|atb=13.5R						
1838	1	27	13	23	0	987.8	orig=29.25In|orig.time=4:00PM|orig.date=1838-01-15|atb=13R						
1838	1	27	15	23	0	985.8	orig=29.21In|orig.time=6:00PM|orig.date=1838-01-15|atb=16R						
1838	1	27	17	23	0	985.4	orig=29.21In|orig.time=8:00PM|orig.date=1838-01-15|atb=18R						
1838	1	27	19	23	0	986.3	orig=29.25In|orig.time=10:00PM|orig.date=1838-01-15|atb=20R						
1838	1	28	5	23	0	987.2	orig=29.25In|orig.time=8:00AM|orig.date=1838-01-16|atb=16R						
1838	1	28	7	23	0	987.1	orig=29.24In|orig.time=10:00AM|orig.date=1838-01-16|atb=15R						
1838	1	28	9	23	0	985.7	orig=29.24In|orig.time=12:00AM|orig.date=1838-01-16|atb=21R						
1838	1	28	11	23	0	986.9	orig=29.24In|orig.time=2:00PM|orig.date=1838-01-16|atb=15.75R						
1838	1	28	13	23	0	986.4	orig=29.24In|orig.time=4:00PM|orig.date=1838-01-16|atb=18R						
1838	1	28	15	23	0	986	orig=29.24In|orig.time=6:00PM|orig.date=1838-01-16|atb=19.5R						
1838	1	28	17	23	0	986	orig=29.24In|orig.time=8:00PM|orig.date=1838-01-16|atb=19.75R						
1838	1	28	19	23	0	986.6	orig=29.24In|orig.time=10:00PM|orig.date=1838-01-16|atb=17R						
1838	1	29	5	23	0	985.9	orig=29.24In|orig.time=8:00AM|orig.date=1838-01-17|atb=20R						
1838	1	29	7	23	0	988.4	orig=29.3In|orig.time=10:00AM|orig.date=1838-01-17|atb=18R						
1838	1	29	9	23	0	988.7	orig=29.31In|orig.time=12:00AM|orig.date=1838-01-17|atb=18R						
1838	1	29	11	23	0	989.6	orig=29.34In|orig.time=2:00PM|orig.date=1838-01-17|atb=18.5R						
1838	1	29	13	23	0	988.4	orig=29.31In|orig.time=4:00PM|orig.date=1838-01-17|atb=19.75R						
1838	1	29	15	23	0	992.6	orig=29.43In|orig.time=6:00PM|orig.date=1838-01-17|atb=19R						
1838	1	29	17	23	0	992.5	orig=29.43In|orig.time=8:00PM|orig.date=1838-01-17|atb=19.5R						
1838	1	29	19	23	0	993	orig=29.45In|orig.time=10:00PM|orig.date=1838-01-17|atb=20R						
1838	1	30	5	23	0	997.3	orig=29.55In|orig.time=8:00AM|orig.date=1838-01-18|atb=16R						
1838	1	30	7	23	0	998.4	orig=29.61In|orig.time=10:00AM|orig.date=1838-01-18|atb=20R						
1838	1	30	9	23	0	998.4	orig=29.61In|orig.time=12:00AM|orig.date=1838-01-18|atb=20R						
1838	1	30	11	23	0	999.2	orig=29.63In|orig.time=2:00PM|orig.date=1838-01-18|atb=19.5R						
1838	1	30	13	23	0	1000.4	orig=29.67In|orig.time=4:00PM|orig.date=1838-01-18|atb=20R						
1838	1	30	15	23	0	1002.1	orig=29.72In|orig.time=6:00PM|orig.date=1838-01-18|atb=20R						
1838	1	30	17	23	0	1003.5	orig=29.76In|orig.time=8:00PM|orig.date=1838-01-18|atb=20R						
1838	1	30	19	23	0	1004.1	orig=29.78In|orig.time=10:00PM|orig.date=1838-01-18|atb=20R						
1838	1	31	5	23	0	1008.8	orig=29.91In|orig.time=8:00AM|orig.date=1838-01-19|atb=19R						
1838	1	31	7	23	0	1010.7	orig=29.97In|orig.time=10:00AM|orig.date=1838-01-19|atb=19.5R						
1838	1	31	9	23	0	1015	orig=30.1In|orig.time=12:00AM|orig.date=1838-01-19|atb=19.75R						
1838	1	31	11	23	0	1015.2	orig=30.1In|orig.time=2:00PM|orig.date=1838-01-19|atb=19R						
1838	1	31	13	23	0	1018.5	orig=30.2In|orig.time=4:00PM|orig.date=1838-01-19|atb=19R						
1838	1	31	15	23	0	1035.3	orig=30.7In|orig.time=6:00PM|orig.date=1838-01-19|atb=19.5R						
1838	1	31	17	23	0	1035.2	orig=30.7In|orig.time=8:00PM|orig.date=1838-01-19|atb=19.75R						
1838	1	31	19	23	0	1031.8	orig=30.6In|orig.time=10:00PM|orig.date=1838-01-19|atb=20R						
1838	2	1	5	23	0	1010	orig=29.94In|orig.time=8:00AM|orig.date=1838-01-20|atb=18R						
1838	2	1	7	23	0	1010.2	orig=29.95In|orig.time=10:00AM|orig.date=1838-01-20|atb=18.5R						
1838	2	1	9	23	0	1009.1	orig=29.92In|orig.time=12:00AM|orig.date=1838-01-20|atb=19R						
1838	2	1	11	23	0	1007.2	orig=29.87In|orig.time=2:00PM|orig.date=1838-01-20|atb=20R						
1838	2	1	13	23	0	1005.9	orig=29.83In|orig.time=4:00PM|orig.date=1838-01-20|atb=19.5R						
1838	2	1	15	23	0	1005.2	orig=29.81In|orig.time=6:00PM|orig.date=1838-01-20|atb=20R						
1838	2	1	17	23	0	1003.8	orig=29.77In|orig.time=8:00PM|orig.date=1838-01-20|atb=20R						
1838	2	1	19	23	0	1003.1	orig=29.75In|orig.time=10:00PM|orig.date=1838-01-20|atb=20R						
1838	2	2	5	23	0	1004	orig=29.77In|orig.time=8:00AM|orig.date=1838-01-21|atb=19R						
1838	2	2	7	23	0	1009.9	orig=29.93In|orig.time=10:00AM|orig.date=1838-01-21|atb=17R						
1838	2	2	9	23	0	1011	orig=29.95In|orig.time=12:00AM|orig.date=1838-01-21|atb=15R						
1838	2	2	11	23	0	1011.3	orig=29.98In|orig.time=2:00PM|orig.date=1838-01-21|atb=18R						
1838	2	2	13	23	0	1012.1	orig=29.99In|orig.time=4:00PM|orig.date=1838-01-21|atb=16R						
1838	2	2	15	23	0	1011.7	orig=29.99In|orig.time=6:00PM|orig.date=1838-01-21|atb=18R						
1838	2	2	17	23	0	1010.4	orig=29.96In|orig.time=8:00PM|orig.date=1838-01-21|atb=19R						
1838	2	2	19	23	0	1011	orig=29.96In|orig.time=10:00PM|orig.date=1838-01-21|atb=16.5R						
1838	2	3	5	23	0	1011.8	orig=29.96In|orig.time=8:00AM|orig.date=1838-01-22|atb=13R						
1838	2	3	7	23	0	1012.5	orig=29.96In|orig.time=10:00AM|orig.date=1838-01-22|atb=10R						
1838	2	3	9	23	0	1013	orig=29.96In|orig.time=12:00AM|orig.date=1838-01-22|atb=8R						
1838	2	3	11	23	0	1012.9	orig=29.95In|orig.time=2:00PM|orig.date=1838-01-22|atb=7R						
1838	2	3	13	23	0	1012.8	orig=29.94In|orig.time=4:00PM|orig.date=1838-01-22|atb=6R						
1838	2	3	15	23	0	1012	orig=29.91In|orig.time=6:00PM|orig.date=1838-01-22|atb=5R						
1838	2	3	17	23	0	1012.2	orig=29.91In|orig.time=8:00PM|orig.date=1838-01-22|atb=4R						
1838	2	3	19	23	0	1012.2	orig=29.91In|orig.time=10:00PM|orig.date=1838-01-22|atb=4R						
1838	2	4	5	23	0	1010.5	orig=29.91In|orig.time=8:00AM|orig.date=1838-01-23|atb=11.5R						
1838	2	4	7	23	0	1010.2	orig=29.89In|orig.time=10:00AM|orig.date=1838-01-23|atb=10R						
1838	2	4	9	23	0	1010.6	orig=29.89In|orig.time=12:00AM|orig.date=1838-01-23|atb=8R						
1838	2	4	11	23	0	1010.3	orig=29.88In|orig.time=2:00PM|orig.date=1838-01-23|atb=8R						
1838	2	4	13	23	0	1010.4	orig=29.88In|orig.time=4:00PM|orig.date=1838-01-23|atb=7.5R						
1838	2	4	15	23	0	1009.1	orig=29.84In|orig.time=6:00PM|orig.date=1838-01-23|atb=7.25R						
1838	2	4	17	23	0	1009.2	orig=29.84In|orig.time=8:00PM|orig.date=1838-01-23|atb=7R						
1838	2	4	19	23	0	1007.8	orig=29.8In|orig.time=10:00PM|orig.date=1838-01-23|atb=7R						
1838	2	5	5	23	0	1004.8	orig=29.71In|orig.time=8:00AM|orig.date=1838-01-24|atb=7R						
1838	2	5	7	23	0	1003.1	orig=29.66In|orig.time=10:00AM|orig.date=1838-01-24|atb=7R						
1838	2	5	9	23	0	1001.5	orig=29.64In|orig.time=12:00AM|orig.date=1838-01-24|atb=11R						
1838	2	5	11	23	0	1000.3	orig=29.64In|orig.time=2:00PM|orig.date=1838-01-24|atb=16R						
1838	2	5	13	23	0	999.6	orig=29.61In|orig.time=4:00PM|orig.date=1838-01-24|atb=15R						
1838	2	5	15	23	0	996.9	orig=29.51In|orig.time=6:00PM|orig.date=1838-01-24|atb=12R						
1838	2	5	17	23	0	994.7	orig=29.48In|orig.time=8:00PM|orig.date=1838-01-24|atb=17R						
1838	2	5	19	23	0	993.8	orig=29.46In|orig.time=10:00PM|orig.date=1838-01-24|atb=18R						
1838	2	6	5	23	0	988	orig=29.26In|orig.time=8:00AM|orig.date=1838-01-25|atb=14R						
1838	2	6	7	23	0	988	orig=29.26In|orig.time=10:00AM|orig.date=1838-01-25|atb=14R						
1838	2	6	9	23	0	987.6	orig=29.26In|orig.time=12:00AM|orig.date=1838-01-25|atb=15.5R						
1838	2	6	11	23	0	987.7	orig=29.26In|orig.time=2:00PM|orig.date=1838-01-25|atb=15R						
1838	2	6	13	23	0	987.3	orig=29.26In|orig.time=4:00PM|orig.date=1838-01-25|atb=17R						
1838	2	6	15	23	0	986.7	orig=29.26In|orig.time=6:00PM|orig.date=1838-01-25|atb=19.5R						
1838	2	6	17	23	0	986.6	orig=29.26In|orig.time=8:00PM|orig.date=1838-01-25|atb=20R						
1838	2	6	19	23	0	986.8	orig=29.26In|orig.time=10:00PM|orig.date=1838-01-25|atb=19R						
1838	2	7	5	23	0	988.3	orig=29.26In|orig.time=8:00AM|orig.date=1838-01-26|atb=12.5R						
1838	2	7	7	23	0	987.5	orig=29.26In|orig.time=10:00AM|orig.date=1838-01-26|atb=16R						
1838	2	7	9	23	0	987.3	orig=29.26In|orig.time=12:00AM|orig.date=1838-01-26|atb=17R						
1838	2	7	11	23	0	988.3	orig=29.31In|orig.time=2:00PM|orig.date=1838-01-26|atb=20R						
1838	2	7	13	23	0	990.3	orig=29.37In|orig.time=4:00PM|orig.date=1838-01-26|atb=20R						
1838	2	7	15	23	0	992.1	orig=29.42In|orig.time=6:00PM|orig.date=1838-01-26|atb=19.5R						
1838	2	7	17	23	0	993.7	orig=29.47In|orig.time=8:00PM|orig.date=1838-01-26|atb=20R						
1838	2	7	19	23	0	995.3	orig=29.51In|orig.time=10:00PM|orig.date=1838-01-26|atb=19R						
1838	2	8	5	23	0	987.3	orig=29.26In|orig.time=8:00AM|orig.date=1838-01-27|atb=17R						
1838	2	8	7	23	0	999.2	orig=29.61In|orig.time=10:00AM|orig.date=1838-01-27|atb=16.5R						
1838	2	8	9	23	0	997.7	orig=29.57In|orig.time=12:00AM|orig.date=1838-01-27|atb=17R						
1838	2	8	11	23	0	997.2	orig=29.56In|orig.time=2:00PM|orig.date=1838-01-27|atb=18R						
1838	2	8	13	23	0	996.6	orig=29.55In|orig.time=4:00PM|orig.date=1838-01-27|atb=19R						
1838	2	8	15	23	0	996.2	orig=29.52In|orig.time=6:00PM|orig.date=1838-01-27|atb=16.5R						
1838	2	8	17	23	0	995.8	orig=29.52In|orig.time=8:00PM|orig.date=1838-01-27|atb=18R						
1838	2	8	19	23	0	995.8	orig=29.52In|orig.time=10:00PM|orig.date=1838-01-27|atb=18R						
1838	2	9	5	23	0	996.8	orig=29.55In|orig.time=8:00AM|orig.date=1838-01-28|atb=18R						
1838	2	9	7	23	0	996.7	orig=29.56In|orig.time=10:00AM|orig.date=1838-01-28|atb=20R						
1838	2	9	9	23	0	998	orig=29.59In|orig.time=12:00AM|orig.date=1838-01-28|atb=18.75R						
1838	2	9	11	23	0	997.7	orig=29.59In|orig.time=2:00PM|orig.date=1838-01-28|atb=20R						
1838	2	9	13	23	0	998.4	orig=29.61In|orig.time=4:00PM|orig.date=1838-01-28|atb=20R						
1838	2	9	15	23	0	998.6	orig=29.61In|orig.time=6:00PM|orig.date=1838-01-28|atb=19R						
1838	2	9	17	23	0	1000.2	orig=29.66In|orig.time=8:00PM|orig.date=1838-01-28|atb=19.5R						
1838	2	9	19	23	0	999.5	orig=29.64In|orig.time=10:00PM|orig.date=1838-01-28|atb=19.75R						
1838	2	10	5	23	0	997.2	orig=29.55In|orig.time=8:00AM|orig.date=1838-01-29|atb=16.5R						
1838	2	10	7	23	0	1002.2	orig=29.71In|orig.time=10:00AM|orig.date=1838-01-29|atb=18R						
1838	2	10	9	23	0	1002.1	orig=29.72In|orig.time=12:00AM|orig.date=1838-01-29|atb=20R						
1838	2	10	11	23	0	1002.1	orig=29.72In|orig.time=2:00PM|orig.date=1838-01-29|atb=20R						
1838	2	10	13	23	0	1002.3	orig=29.72In|orig.time=4:00PM|orig.date=1838-01-29|atb=19R						
1838	2	10	15	23	0	1002.2	orig=29.71In|orig.time=6:00PM|orig.date=1838-01-29|atb=18R						
1838	2	10	17	23	0	1002	orig=29.71In|orig.time=8:00PM|orig.date=1838-01-29|atb=19R						
1838	2	10	19	23	0	1001.8	orig=29.71In|orig.time=10:00PM|orig.date=1838-01-29|atb=20R						
1838	2	11	5	23	0	999.6	orig=29.64In|orig.time=8:00AM|orig.date=1838-01-30|atb=19R						
1838	2	11	7	23	0	999.4	orig=29.64In|orig.time=10:00AM|orig.date=1838-01-30|atb=20R						
1838	2	11	9	23	0	999.4	orig=29.64In|orig.time=12:00AM|orig.date=1838-01-30|atb=20R						
1838	2	11	11	23	0	998.8	orig=29.59In|orig.time=2:00PM|orig.date=1838-01-30|atb=15.5R						
1838	2	11	13	23	0	998.8	orig=29.58In|orig.time=4:00PM|orig.date=1838-01-30|atb=14R						
1838	2	11	15	23	0	998.9	orig=29.57In|orig.time=6:00PM|orig.date=1838-01-30|atb=12R						
1838	2	11	17	23	0	998.5	orig=29.57In|orig.time=8:00PM|orig.date=1838-01-30|atb=13.5R						
1838	2	11	19	23	0	997.7	orig=29.57In|orig.time=10:00PM|orig.date=1838-01-30|atb=17R						
1838	2	12	5	23	0	999.9	orig=29.64In|orig.time=8:00AM|orig.date=1838-01-31|atb=18R						
1838	2	12	7	23	0	994.4	orig=29.47In|orig.time=10:00AM|orig.date=1838-01-31|atb=17R						
1838	2	12	9	23	0	993.6	orig=29.44In|orig.time=12:00AM|orig.date=1838-01-31|atb=16R						
1838	2	12	11	23	0	995	orig=29.49In|orig.time=2:00PM|orig.date=1838-01-31|atb=17R						
1838	2	12	13	23	0	992.1	orig=29.41In|orig.time=4:00PM|orig.date=1838-01-31|atb=18R						
1838	2	12	15	23	0	992	orig=29.4In|orig.time=6:00PM|orig.date=1838-01-31|atb=17R						
1838	2	12	17	23	0	988.6	orig=29.3In|orig.time=8:00PM|orig.date=1838-01-31|atb=17R						
1838	2	12	19	23	0	990.4	orig=29.36In|orig.time=10:00PM|orig.date=1838-01-31|atb=18R						
1838	2	13	5	23	0	986.7	orig=29.21In|orig.time=8:00AM|orig.date=1838-02-01|atb=12R						
1838	2	13	7	23	0	986.5	orig=29.21In|orig.time=10:00AM|orig.date=1838-02-01|atb=13R						
1838	2	13	9	23	0	985.8	orig=29.21In|orig.time=12:00AM|orig.date=1838-02-01|atb=16R						
1838	2	13	11	23	0	986.3	orig=29.21In|orig.time=2:00PM|orig.date=1838-02-01|atb=14R						
1838	2	13	13	23	0	986.9	orig=29.21In|orig.time=4:00PM|orig.date=1838-02-01|atb=11R						
1838	2	13	15	23	0	988	orig=29.26In|orig.time=6:00PM|orig.date=1838-02-01|atb=14R						
1838	2	13	17	23	0	988.1	orig=29.28In|orig.time=8:00PM|orig.date=1838-02-01|atb=16.5R						
1838	2	13	19	23	0	988.3	orig=29.29In|orig.time=10:00PM|orig.date=1838-02-01|atb=17R						
1838	2	14	5	23	0	990.1	orig=29.29In|orig.time=8:00AM|orig.date=1838-02-02|atb=9R						
1838	2	14	7	23	0	991.8	orig=29.34In|orig.time=10:00AM|orig.date=1838-02-02|atb=8.75R						
1838	2	14	9	23	0	992.2	orig=29.35In|orig.time=12:00AM|orig.date=1838-02-02|atb=8.5R						
1838	2	14	11	23	0	992.4	orig=29.35In|orig.time=2:00PM|orig.date=1838-02-02|atb=8R						
1838	2	14	13	23	0	993.4	orig=29.38In|orig.time=4:00PM|orig.date=1838-02-02|atb=8R						
1838	2	14	15	23	0	993.4	orig=29.38In|orig.time=6:00PM|orig.date=1838-02-02|atb=8R						
1838	2	14	17	23	0	994	orig=29.4In|orig.time=8:00PM|orig.date=1838-02-02|atb=8R						
1838	2	14	19	23	0	994.4	orig=29.41In|orig.time=10:00PM|orig.date=1838-02-02|atb=8R						
1838	2	15	5	23	0	992	orig=29.34In|orig.time=8:00AM|orig.date=1838-02-03|atb=8R						
1838	2	15	7	23	0	994.7	orig=29.42In|orig.time=10:00AM|orig.date=1838-02-03|atb=8R						
1838	2	15	9	23	0	995.2	orig=29.42In|orig.time=12:00AM|orig.date=1838-02-03|atb=6R						
1838	2	15	11	23	0	993.1	orig=29.36In|orig.time=2:00PM|orig.date=1838-02-03|atb=6R						
1838	2	15	13	23	0	992.8	orig=29.35In|orig.time=4:00PM|orig.date=1838-02-03|atb=6R						
1838	2	15	15	23	0	992.8	orig=29.35In|orig.time=6:00PM|orig.date=1838-02-03|atb=6R						
1838	2	15	17	23	0	991.8	orig=29.32In|orig.time=8:00PM|orig.date=1838-02-03|atb=6R						
1838	2	15	19	23	0	991.8	orig=29.32In|orig.time=10:00PM|orig.date=1838-02-03|atb=6R						
1838	2	16	5	23	0	987.5	orig=29.22In|orig.time=8:00AM|orig.date=1838-02-04|atb=10R						
1838	2	16	7	23	0	987.7	orig=29.22In|orig.time=10:00AM|orig.date=1838-02-04|atb=9R						
1838	2	16	9	23	0	987.8	orig=29.22In|orig.time=12:00AM|orig.date=1838-02-04|atb=8.5R						
1838	2	16	11	23	0	988.1	orig=29.22In|orig.time=2:00PM|orig.date=1838-02-04|atb=7.5R						
1838	2	16	13	23	0	988.1	orig=29.22In|orig.time=4:00PM|orig.date=1838-02-04|atb=7.5R						
1838	2	16	15	23	0	988.1	orig=29.22In|orig.time=6:00PM|orig.date=1838-02-04|atb=7.25R						
1838	2	16	17	23	0	990.7	orig=29.3In|orig.time=8:00PM|orig.date=1838-02-04|atb=8R						
1838	2	16	19	23	0	991.3	orig=29.32In|orig.time=10:00PM|orig.date=1838-02-04|atb=8R						
1838	2	17	5	23	0	999.5	orig=29.57In|orig.time=8:00AM|orig.date=1838-02-05|atb=9.5R						
1838	2	17	7	23	0	1001	orig=29.61In|orig.time=10:00AM|orig.date=1838-02-05|atb=8.5R						
1838	2	17	9	23	0	1001.6	orig=29.62In|orig.time=12:00AM|orig.date=1838-02-05|atb=7.5R						
1838	2	17	11	23	0	1001.8	orig=29.62In|orig.time=2:00PM|orig.date=1838-02-05|atb=6.5R						
1838	2	17	13	23	0	1001.6	orig=29.62In|orig.time=4:00PM|orig.date=1838-02-05|atb=7.5R						
1838	2	17	15	23	0	1001.6	orig=29.62In|orig.time=6:00PM|orig.date=1838-02-05|atb=7.5R						
1838	2	17	17	23	0	1001.8	orig=29.62In|orig.time=8:00PM|orig.date=1838-02-05|atb=6.75R						
1838	2	17	19	23	0	1001.9	orig=29.62In|orig.time=10:00PM|orig.date=1838-02-05|atb=6R						
1838	2	18	5	23	0	1000.8	orig=29.63In|orig.time=8:00AM|orig.date=1838-02-06|atb=12.5R						
1838	2	18	7	23	0	1001.8	orig=29.66In|orig.time=10:00AM|orig.date=1838-02-06|atb=12.5R						
1838	2	18	9	23	0	1002.4	orig=29.66In|orig.time=12:00AM|orig.date=1838-02-06|atb=10R						
1838	2	18	11	23	0	1002.5	orig=29.66In|orig.time=2:00PM|orig.date=1838-02-06|atb=9.5R						
1838	2	18	13	23	0	1002.7	orig=29.66In|orig.time=4:00PM|orig.date=1838-02-06|atb=8.5R						
1838	2	18	15	23	0	1003.1	orig=29.67In|orig.time=6:00PM|orig.date=1838-02-06|atb=8.5R						
1838	2	18	17	23	0	1003.9	orig=29.68In|orig.time=8:00PM|orig.date=1838-02-06|atb=6.5R						
1838	2	18	19	23	0	1003.5	orig=29.68In|orig.time=10:00PM|orig.date=1838-02-06|atb=8R						
1838	2	19	5	23	0	1006.3	orig=29.79In|orig.time=8:00AM|orig.date=1838-02-07|atb=12R						
1838	2	19	7	23	0	1007.5	orig=29.81In|orig.time=10:00AM|orig.date=1838-02-07|atb=10R						
1838	2	19	9	23	0	1007.5	orig=29.81In|orig.time=12:00AM|orig.date=1838-02-07|atb=10R						
1838	2	19	11	23	0	1007.3	orig=29.81In|orig.time=2:00PM|orig.date=1838-02-07|atb=10.5R						
1838	2	19	13	23	0	1007.5	orig=29.81In|orig.time=4:00PM|orig.date=1838-02-07|atb=9.75R						
1838	2	19	15	23	0	1007.9	orig=29.81In|orig.time=6:00PM|orig.date=1838-02-07|atb=8R						
1838	2	19	17	23	0	1008	orig=29.81In|orig.time=8:00PM|orig.date=1838-02-07|atb=7.5R						
1838	2	19	19	23	0	1008.4	orig=29.81In|orig.time=10:00PM|orig.date=1838-02-07|atb=6R						
1838	2	20	5	23	0	1006.4	orig=29.78In|orig.time=8:00AM|orig.date=1838-02-08|atb=10R						
1838	2	20	7	23	0	1008.6	orig=29.78In|orig.time=10:00AM|orig.date=1838-02-08|atb=0.5R						
1838	2	20	9	23	0	1007.3	orig=29.74In|orig.time=12:00AM|orig.date=1838-02-08|atb=0.5R						
1838	2	20	11	23	0	1004.4	orig=29.72In|orig.time=2:00PM|orig.date=1838-02-08|atb=10R						
