year,month,day,time,Latitude(S),Longitude(W),wind direction,wind force,"water temp
Surface (F)","water temp 
Injection (F)","Sea state 
Direction","Sea state 
Force","Sea swell 
Direction","Sea swell 
Force",Barometer,Air Temperature,REMARKS,Folder ref,ship_name,UUID
1951,2,5,400,-62.08,-40.8,WS,1,34,nan,nan,1,nan,nan,29.16,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,56e67d050802572d9870088af94797f9
1951,2,5,800,-62.08,-40.8,WN,2,35,nan,nan,2,nan,nan,29.14,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,2c76db3a202658b9bd147cc72011a8cc
1951,2,5,1200,-62.08,-40.8,WNW,2,35,nan,nan,2,nan,nan,29.11,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,de1402a43023567a80ce9f8c592cb051
1951,2,5,1600,-62.08,-40.8,CALM,0,39,nan,nan,1,nan,nan,,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,9c7f865228a053f08e82a029aa4d7220
1951,2,5,2000,-62.08,-40.8,CALM,0,37,nan,nan,1,nan,nan,28.96,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,3fb92cf70842524ebd669c2b1bda5e1d
1951,2,5,2400,-62.08,-40.8,ESE,2,35,nan,nan,2,nan,nan,28.96,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,ad1a3e5592a252b49724f8e7ea8ecedb
1951,2,6,400,-62.08,-40.8,WSW,4,33,nan,nan,4,nan,nan,28.95,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,974f5083b6525c98a0aea7316d7b9e69
1951,2,6,800,-62.05833333333333,-40.88666666666666,WSW,4,33,nan,nan,4,nan,nan,28.95,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f4d57b0b1db255c580deebe8899605c3
1951,2,6,1200,-62.03666666666667,-40.97333333333333,W,2,35,nan,nan,2,nan,nan,28.96,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,1719d220eff55a25984e0265e3db81a5
1951,2,6,1600,-62.015,-41.06,CALM,0,39,nan,nan,1,nan,nan,28.95,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f215f69cad81577cbb8b518e9b3d4b19
1951,2,6,2000,-61.99333333333333,-41.14666666666667,CALM,0,37,nan,nan,1,nan,nan,28.96,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,031e3abca6ef50ff8f0cd018260c8522
1951,2,6,2400,-61.97166666666667,-41.233333333333334,ESE,2,35,nan,nan,2,nan,nan,28.96,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,092ae67c4eab5384bde2ed515f026518
1951,2,7,400,-61.95,-41.32,SE,2,33,nan,nan,2,nan,nan,28.96,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,4994e225220c5e1280a48deb2c32c88c
1951,2,7,800,-61.895,-41.345,SE,3,34,nan,nan,2,nan,nan,29.0,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,8f971968fbe654719132ba128d765b81
1951,2,7,1200,-61.84,-41.37,SSE,3,34,nan,nan,2,nan,nan,29.05,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,8988bd8bc5f85c79a7d2df55f66bec96
1951,2,7,1600,-61.785,-41.394999999999996,SE,3,36,nan,nan,2,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,337cf04cc7ec5d9c92c1aad81915de6d
1951,2,7,2000,-61.73,-41.42,S,3,34,nan,nan,3,nan,nan,29.16,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f53f9832404359dc984f66c08fec8385
1951,2,7,2400,-61.675,-41.445,S,2,33,nan,nan,2,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f44e914b297454dfbc846d817846d315
1951,2,8,400,-61.62,-41.47,WSW,2,32,nan,nan,2,nan,nan,29.23,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,12ff7862aaef53c1b20b491ecd1da0c0
1951,2,8,800,-61.68666666666667,-41.495,WSW,3,33,nan,nan,2,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,e657a4c55dd55105afa7f8c3388a8da1
1951,2,8,1200,-61.75333333333333,-41.519999999999996,SE,3,32,nan,nan,2,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,8da8abf0d1ad5fa9bf45750039179d30
1951,2,8,1600,-61.82,-41.545,NW,2,33,nan,nan,2,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f96da2a87f4550e496fca41338d65e7d
1951,2,8,2000,-61.88666666666667,-41.57,NW,3,33,nan,nan,2,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,3e7662aefdeb591a9c2a6829b218a1e7
1951,2,8,2400,-61.95333333333333,-41.595,N,3,33,nan,nan,3,nan,nan,28.95,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,301030c1e52d5bb5bfec1fdad9ad1018
1951,2,9,400,-62.02,-41.62,NE,3,33,nan,nan,3,nan,nan,28.9,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,42bd43b5491758868cb837287ef84c1b
1951,2,9,800,-62.108333333333334,-41.56666666666666,NE,4,33,nan,nan,3,nan,nan,28.9,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,cc1f6919cb3b569bb0ab1511565fb509
1951,2,9,1200,-62.196666666666665,-41.51333333333333,E,3,34,nan,nan,3,nan,nan,29.0,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,8b6a4d0441185b828da9fa4654b6808f
1951,2,9,1600,-62.285,-41.459999999999994,E,2,37,nan,nan,3,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,2ad6237bdad35be29bffd1fd874bb3fb
1951,2,9,2000,-62.373333333333335,-41.406666666666666,E,2,39,nan,nan,3,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,03c14150012c5f31a18b02c8c54d4420
1951,2,9,2400,-62.461666666666666,-41.35333333333333,NE,2,36,nan,nan,3,nan,nan,29.32,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,796f215960975a208d1dc8c4c4879d68
1951,2,10,400,-62.55,-41.3,NW,2,35,nan,nan,3,nan,nan,29.35,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,34f267a832085ff593686bf75dbf29f5
1951,2,10,800,-62.586666666666666,-41.096666666666664,NNW,2,35,nan,nan,2,nan,nan,29.39,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,501c75965b01533499003b3acefb817b
1951,2,10,1200,-62.623333333333335,-40.89333333333333,NNW,2,35,nan,nan,2,nan,nan,29.39,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,e37705bbc2c655df83975a96c1c752fe
1951,2,10,1600,-62.66,-40.69,NNW,2,34,nan,nan,2,nan,nan,29.39,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,02a1f370d5655911b8601b2ffda13fbd
1951,2,10,2000,-62.696666666666665,-40.486666666666665,WNW,3,36,nan,nan,2,nan,nan,29.39,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,739a5be0072c5347926c84ddcdff83b6
1951,2,10,2400,-62.733333333333334,-40.28333333333333,WNW,3,36,nan,nan,2,nan,nan,29.4,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f9b06b94c918527ba5099fa22128982a
1951,2,11,400,-62.77,-40.08,NW,2,35,nan,nan,2,nan,nan,29.5,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,30a65568aa28547284dde0acfc0809e6
1951,2,11,800,-62.655,-39.35,WNW,2,nan,nan,nan,2,nan,nan,29.6,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,e2e05fe4077f529e856fb044df0917ef
1951,2,11,1200,-62.54,-38.62,W,2,35,nan,nan,2,nan,nan,29.63,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f590d9e75be052688148eede17f4b64e
1951,2,11,1600,-62.425,-37.89,W,3,34,nan,nan,2,nan,nan,29.65,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,b601bceba237575d95157df739619813
1951,2,11,2000,-62.31,-37.160000000000004,NW,4,35,nan,nan,3,nan,nan,29.65,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,d8efc3a95c6b5c90aa3e332b114232e3
1951,2,11,2400,-62.195,-36.43,NW,4,35,nan,nan,3,nan,nan,29.65,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,73f47bbef86a5c24b7f0a68d7cdaec5f
1951,2,12,400,-62.08,-35.7,NW,4,35,nan,nan,3,nan,nan,29.65,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,4590b09b5002509a82e92578cb18f6d5
1951,2,12,800,-62.07,-35.53,NW,6,34,nan,nan,5,nan,nan,29.55,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,bc0ce562e403527295c4e184637b2449
1951,2,12,1200,-62.06,-35.36,NW,6,34,nan,nan,5,nan,nan,29.47,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,5140ea5ba78556a68bc07efc9c766d34
1951,2,12,1600,-62.05,-35.19,NWN,8,36,nan,nan,6,nan,nan,29.19,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,38594c7d92cb5878abbe90b0cbb4ac08
1951,2,12,2000,-62.04,-35.02,NW,7,36,nan,nan,5,nan,nan,29.03,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,3efcd1c5a49b584e9a0730777d51cef9
1951,2,12,2400,-62.03,-34.85,W,6,34,nan,nan,5,nan,nan,29.01,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,7ab1ade0171a52ab9321852700a68cb6
1951,2,13,400,-62.02,-34.68,W,7,33,nan,nan,5,nan,nan,29.02,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,15d070aa71be559b91ab01781b821b79
1951,2,13,800,-61.95333333333333,-34.525,W,5,34,nan,nan,5,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,1517418b7fc252ae8c4448b198692477
1951,2,13,1200,-61.88666666666667,-34.37,WS,5,34,nan,nan,5,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,16eac7155e905e25b6bf9fcfd48e370b
1951,2,13,1600,-61.82,-34.215,WS,5,34,nan,nan,5,nan,nan,29.04,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,915d673aade55379ac5f8a0e4b13c5b1
1951,2,13,2000,-61.75333333333333,-34.06,WS,4,34,nan,nan,5,nan,nan,29.0,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,1a5f644872b7587c9b2dc15455795a54
1951,2,13,2400,-61.68666666666667,-33.905,W,4,33,nan,nan,5,nan,nan,28.95,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,af66dbb8b23355f19155fc247a4d8d93
1951,2,14,400,-61.62,-33.75,WS,4,32,nan,nan,5,nan,nan,28.9,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,5667b482729b548f8ee503bc4396dce9
1951,2,14,800,-61.55833333333333,-33.47,SW,4,32,nan,nan,4,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,a97544c671b15283826c4c7b39695319
1951,2,14,1200,-61.49666666666666,-33.19,SW,5,32,nan,nan,4,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,c7eee6198a36567b94d5d18835045c15
1951,2,14,1600,-61.435,-32.91,WSW,4,33,nan,nan,4,nan,nan,28.75,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,e1d62a433c5e59dcb6f0a06f7313ed52
1951,2,14,2000,-61.373333333333335,-32.63,WSW,4,33,nan,nan,4,nan,nan,28.75,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,a482e8ba03035b2189c0c5901de825da
1951,2,14,2400,-61.31166666666667,-32.35,WSW,4,33,nan,nan,4,nan,nan,28.74,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,bf502029ec6a5b0fa6c09a71a7fbf1cb
1951,2,15,400,-61.25,-32.07,WSW,6,32,nan,nan,5,nan,nan,28.73,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,346cd8e107435ad9b0f4ddf63b278957
1951,2,15,800,-61.38666666666667,-32.37,SW,6,32,nan,nan,6,nan,nan,28.72,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,2a35d8934d6f5c1c8052d3e8c67b2403
1951,2,15,1200,-61.52333333333333,-32.67,WSW,6,32,nan,nan,6,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,b3921737c91a53f0976d7fdad94a9266
1951,2,15,1600,-61.66,-32.97,SSW,7,34,nan,nan,6,nan,nan,29.0,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,80f5fd98ccf65678a9e8ead6b69a8cbb
1951,2,15,2000,-61.79666666666667,-33.269999999999996,SSW,6,34,nan,nan,6,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,2fe7884fd78550d7aff81e67f5d0bf33
1951,2,15,2400,-61.93333333333334,-33.57,SW,5,33,nan,nan,5,nan,nan,29.34,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,11b6bacd059a5a1f82678634d243497a
1951,2,16,400,-62.07,-33.87,WSW,4,32,nan,nan,4,nan,nan,29.34,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,78ef68d87a095bb9a323aca7043c4476
1951,2,16,800,-62.045,-33.70833333333333,WS,4,32,nan,nan,4,nan,nan,29.34,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,fadc06644ce950ab88e9215aa362c1b7
1951,2,16,1200,-62.02,-33.54666666666667,WNW,4,33,nan,nan,4,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,b08d993694045efba9088120460780dc
1951,2,16,1600,-61.995000000000005,-33.385,W,4,34,nan,nan,4,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,cd93f831b2c9547fa54c78e310f82f3e
1951,2,16,2000,-61.97,-33.22333333333333,W,4,35,nan,nan,4,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,2bfaad7262bd5472889c274b123e23ee
1951,2,16,2400,-61.945,-33.06166666666667,W,4,35,nan,nan,4,nan,nan,29.12,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,dede3c788e515be79e179d41b01c5b19
1951,2,17,400,-61.92,-32.9,WNW,5,35,nan,nan,5,nan,nan,28.94,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,5db94ed9bf9353bea97a0d5894dec2b1
1951,2,17,800,-62.20333333333333,-33.25833333333333,WN,6,35,nan,nan,5,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,26f4383684a0568e925d1c8929acb617
1951,2,17,1200,-62.486666666666665,-33.61666666666667,WN,6,35,nan,nan,5,nan,nan,29.83,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,6735059de60f5c80aa80fbf07fcae829
1951,2,17,1600,-62.769999999999996,-33.974999999999994,W,6,34,nan,nan,6,nan,nan,29.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,3423cdb6ec355c87928b67a3172fccef
1951,2,17,2000,-63.053333333333335,-34.33333333333333,WN,5,34,nan,nan,5,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,79243acfdd7953c98c3361a2e1fd864a
1951,2,17,2400,-63.336666666666666,-34.69166666666666,W,5,34,nan,nan,5,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,1721cba870445e65a5d76355728dec6a
1951,2,18,400,-63.62,-35.05,W,4,34,nan,nan,4,nan,nan,28.78,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,b39d75fde8b3509284d279db9c4c8681
1951,2,18,800,-63.70333333333333,-35.12833333333333,W,4,34,nan,nan,3,nan,nan,28.75,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,997bcbf4ab315d5d847f8233d730f5c7
1951,2,18,1200,-63.78666666666667,-35.20666666666666,W,4,34,nan,nan,3,nan,nan,28.73,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,2f8b343eb27c5d6e91148962c23b80d4
1951,2,18,1600,-63.870000000000005,-35.285,W,3,35,nan,nan,2,nan,nan,28.7,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,b51dc9d6702954d9826e67398ff7dec3
1951,2,18,2000,-63.95333333333333,-35.36333333333334,WNW,3,33,nan,nan,2,nan,nan,28.7,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,cbaf6c50b9d854d09f13d8dc47f843fa
1951,2,18,2400,-64.03666666666668,-35.44166666666667,W,3,33,nan,nan,2,nan,nan,28.7,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,fc77d9e973095e13a036633a297e6b51
1951,2,19,400,-64.12,-35.52,SW,3,34,nan,nan,2,nan,nan,28.75,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,a505c56a477e5f85a6e4f670f0fc0355
1951,2,19,800,-64.17833333333334,-35.59666666666667,WSW,3,32,nan,nan,2,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,52ddb733480153e1a2d4c66ea2e20e01
1951,2,19,1200,-64.23666666666666,-35.67333333333333,NW,3,32,nan,nan,2,nan,nan,28.86,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,0cf2d735ed5d54259819bf5f697c7676
1951,2,19,1600,-64.295,-35.75,NE,3,33,nan,nan,2,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,ce5c7ceee8fa547390421080974391d6
1951,2,19,2000,-64.35333333333334,-35.82666666666667,NE,5,32,nan,nan,4,nan,nan,28.77,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,50e9ea14638f57dd81ded1bb13230b22
1951,2,19,2400,-64.41166666666666,-35.90333333333333,ENE,6,33,nan,nan,4,nan,nan,28.48,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,9878f1adefc058bd8348a524dd2f0fbf
1951,2,20,400,-64.47,-35.98,E,2,32,nan,nan,3,nan,nan,28.42,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,d1f50891cf3e5fdf8ec59bc721e4360e
1951,2,20,800,-64.51166666666667,-36.13833333333333,E,3,32,nan,nan,3,nan,nan,28.4,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,0559d540ac035a508ff7517f74c10c01
1951,2,20,1200,-64.55333333333333,-36.29666666666667,ESE,3,33,nan,nan,2,nan,nan,28.4,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,09c1eee8d3f451638825354686c25f2e
1951,2,20,1600,-64.595,-36.455,SE,3,33,nan,nan,2,nan,nan,28.54,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,ca8ab750be975efb8c3fb86cffecfe89
1951,2,20,2000,-64.63666666666667,-36.61333333333333,SE,3,32,nan,nan,2,nan,nan,28.57,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,aa2fad6919745468ab0851d0f330eba5
1951,2,20,2400,-64.67833333333333,-36.77166666666667,SE,3,32,nan,nan,2,nan,nan,28.67,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,eb777846fd62543a99252fa0ae901d24
1951,2,21,400,-64.72,-36.93,ESE,2,32,nan,nan,2,nan,nan,28.76,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,abaefb68c715526cb7fc05b3f1cff72c
1951,2,21,800,-64.61333333333333,-36.96666666666667,SE,3,32,nan,nan,2,nan,nan,28.85,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,fbba3f6b26425f2eb4f6789243597866
1951,2,21,1200,-64.50666666666666,-37.00333333333333,SE,2,32,nan,nan,2,nan,nan,29.05,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,dfc5f8fd22585f9d94360637f701f84e
1951,2,21,1600,-64.4,-37.04,ESE,2,30,nan,nan,1,nan,nan,29.16,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,459019beb1e75281883f9f10730790a3
1951,2,21,2000,-64.29333333333334,-37.07666666666667,CALM,0,30,nan,nan,0,nan,nan,29.17,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,c8f8fed2bea1510b8e47fb1d3188ee57
1951,2,21,2400,-64.18666666666667,-37.11333333333333,NE,1,30,nan,nan,1,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,442f7e876ce3506a9ea84d89e502242f
1951,2,22,400,-64.08,-37.15,CALM,0,30,nan,nan,1,nan,nan,29.22,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,6b1fb5af89a75f628e1665e184669525
1951,2,22,800,-64.23666666666666,-37.24666666666666,ENE,2,31,nan,nan,1,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,8a080b66c47e5c1e8708a2427bbaaeae
1951,2,22,1200,-64.39333333333333,-37.343333333333334,NE,3,31,nan,nan,2,nan,nan,29.24,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,888df219575d5ca58b05a33ad9530c1f
1951,2,22,1600,-64.55,-37.44,ENE,4,31,nan,nan,3,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,03c553609ad552e9a20330e7bb06ab12
1951,2,22,2000,-64.70666666666666,-37.53666666666666,ENE,5,31,nan,nan,4,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,db2aac5d7e7b5680815140d9fd85584b
1951,2,22,2400,-64.86333333333333,-37.63333333333333,ESE,7,31,nan,nan,3,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,cb83c015aa9357e8b2745fb7ee0ad6e2
1951,2,23,400,-65.02,-37.73,ESE,5,31,nan,nan,4,nan,nan,29.12,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,7dd3736719f35f689d42c8b1500381e7
1951,2,23,800,-64.80499999999999,-37.474999999999994,ENE,5,31,nan,nan,4,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,dc3b7215ef0551669e8b180580588664
1951,2,23,1200,-64.59,-37.22,ENE,5,31,nan,nan,4,nan,nan,29.08,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,abee40953c485d1b886ad2324e7cbb66
1951,2,23,1600,-64.375,-36.965,ENE,5,32,nan,nan,4,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f6264c7114b257428a837c6dc1b79446
1951,2,23,2000,-64.16,-36.71,ENE,5,32,nan,nan,4,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,d5ce750c5560523ca9d2c7d91fefaee6
1951,2,23,2400,-63.94499999999999,-36.455,NNE,2,32,nan,nan,2,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,fd6a619c943d51408d1f51bc5282a57f
1951,2,24,400,-63.73,-36.2,NNE,2,33,nan,nan,2,nan,nan,29.09,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,7866540b401c522cb2aead08dc50d16c
1951,2,24,800,-63.669999999999995,-35.925000000000004,NE,2,33,nan,nan,2,nan,nan,29.09,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,db3503fe03e350c29f4b8a1ffa98f593
1951,2,24,1200,-63.61,-35.65,CALM,0,33,nan,nan,2,nan,nan,29.1,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,635b9eab6802523c9ab0ed89cd7e2b7b
1951,2,24,1600,-63.55,-35.375,SW,2,33,nan,nan,2,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,8118229bb7e25c1980b16bf4ff2ca063
1951,2,24,2000,-63.489999999999995,-35.1,SW,4,33,nan,nan,3,nan,nan,29.15,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,446b8d6950325300b247dd48f394d265
1951,2,24,2400,-63.43,-34.824999999999996,SW,4,33,nan,nan,3,nan,nan,29.2,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,f3e5ae76de1c52d79782bd5f2bb1f0fe
1951,2,25,400,-63.37,-34.55,SW,3,30,nan,nan,3,nan,nan,29.27,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,51bcd62328535a20814000a779eaa7ca
1951,2,25,800,-63.37166666666666,-34.56666666666666,SSW,3,30,nan,nan,3,nan,nan,29.33,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,c2b4ad5f3e915a0494414b7a73a6f00a
1951,2,25,1200,-63.373333333333335,-34.58333333333333,S,2,31,nan,nan,2,nan,nan,29.33,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,54ae7c8bb682525b99a33f7f43044c2f
1951,2,25,1600,-63.375,-34.599999999999994,CALM,0,34,nan,nan,1,nan,nan,29.32,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,6b04d30873b856328643e19cc61ff707
1951,2,25,2000,-63.376666666666665,-34.61666666666667,SE,1,33,nan,nan,1,nan,nan,29.31,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,cd86781c29bb51cbbd98c8c1a98627ba
1951,2,25,2400,-63.37833333333334,-34.63333333333333,SE,2,32,nan,nan,1,nan,nan,29.25,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,fd9ebf3564d6511bbeea769e6be5c2b3
1951,2,26,400,-63.38,-34.65,ESE,4,31,nan,nan,3,nan,nan,29.02,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,e62327f688fb5830af60ae7b506745d6
1951,2,26,800,-63.50833333333334,-34.63333333333333,SE,6,30,nan,nan,3,nan,nan,28.8,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,d5f7a81ac15c50a6a9f58cbcee4938bd
1951,2,26,1200,-63.63666666666667,-34.61666666666667,SE,6,31,nan,nan,5,nan,nan,28.7,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,6d65f42aee945e0887afc48d421e516e
1951,2,26,1600,-63.765,-34.599999999999994,SE,8,31,nan,nan,7,nan,nan,28.67,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,4a0d268ee7ff560f9c2908c30d2f7d74
1951,2,26,2000,-63.89333333333334,-34.58333333333333,ESE,8,25,nan,nan,7,nan,nan,28.67,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,c4e638b57279531dac7f9cb498c64c25
1951,2,26,2400,-64.02166666666668,-34.56666666666666,SSE,8,25,nan,nan,7,nan,nan,28.68,,nan,Salvesen2_A6_Southern_Harvester_51_51,Southern harvester,262e84011d925840a4af25173f1f6b4c
